,DATE1,SYMBOL,DELIV_LACS,AVG_PRICE,DELIV_QTY,DELIV_PER
1804, 22-Jan-2021,TATASTEEL,27107,652.42,4155373,17.52
181, 22-Jan-2021,BAJFINANCE,26263,5052.82,519805,16.85
175, 22-Jan-2021,BAJAJ-AUTO,25086,4025.43,623217,7.3
,DATE1,SYMBOL,DELIV_LACS,AVG_PRICE,DELIV_QTY,DELIV_PER
823, 22-Jan-2021,INFY,79513,1344.65,5913234,61.3
663, 22-Jan-2021,HDFC,78966,2623.61,3009692,60.03
1444, 22-Jan-2021,RELIANCE,72749,2070.96,3512524,24.93
736, 22-Jan-2021,ICICIBANK,68491,540.16,12680501,51.72
1801, 22-Jan-2021,TATAMOTORS,68275,296.37,23030772,7.29
167, 22-Jan-2021,AXISBANK,52042,650.47,8001295,37.4
666, 22-Jan-2021,HDFCBANK,51993,1454.4,3575009,46.45
1821, 22-Jan-2021,TCS,46840,3300.02,1419347,46.5
139, 22-Jan-2021,ASIANPAINT,40261,2675.27,1504768,30.43
977, 22-Jan-2021,KOTAKBANK,38167,1838.13,2076355,48.31
1534, 22-Jan-2021,SBIN,36242,289.3,12528656,28.19
694, 22-Jan-2021,HINDUNILVR,34931,2401.25,1454715,57.09
236, 22-Jan-2021,BIOCON,33958,402.57,8435242,29.69
194, 22-Jan-2021,BANDHANBNK,33930,321.33,10560939,29.68
1500, 22-Jan-2021,SAIL,29754,59.92,49658871,41.05
816, 22-Jan-2021,INDUSINDBK,28759,913.76,3147521,27.69
231, 22-Jan-2021,BHARTIARTL,28162,579.63,4858114,39.09
1804, 22-Jan-2021,TATASTEEL,27107,652.42,4155373,17.52
181, 22-Jan-2021,BAJFINANCE,26263,5052.82,519805,16.85
175, 22-Jan-2021,BAJAJ-AUTO,25086,4025.43,623217,7.3
,DATE1,SYMBOL,DELIV_LACS,AVG_PRICE,DELIV_QTY,DELIV_PER
1448, 25-Jan-2021,RELIANCE,177778,1966.36,9041658,36.14
660, 25-Jan-2021,HDFC,140683,2611.45,5387037,69.41
663, 25-Jan-2021,HDFCBANK,83908,1465.91,5723754,56.27
732, 25-Jan-2021,ICICIBANK,61283,536.87,11414356,48.75
816, 25-Jan-2021,INFY,51028,1337.58,3814914,58.31
164, 25-Jan-2021,AXISBANK,49272,659.39,7472590,35.04
155, 25-Jan-2021,AUROPHARMA,42961,987.05,4352080,29.5
971, 25-Jan-2021,KOTAKBANK,41735,1828.52,2282759,34.53
1824, 25-Jan-2021,TCS,40059,3314.24,1208668,53.18
659, 25-Jan-2021,HCLTECH,32029,966.54,3314036,42.86
809, 25-Jan-2021,INDUSINDBK,31708,872.56,3633583,30.72
229, 25-Jan-2021,BHARTIARTL,29989,580.67,5165181,42.08
1900, 25-Jan-2021,ULTRACEMCO,27573,5615.98,490889,15.17
618, 25-Jan-2021,GRASIM,27234,1075.06,2533281,16.51
1805, 25-Jan-2021,TATAMOTORS,27095,284.75,9512206,5.79
138, 25-Jan-2021,ASIANPAINT,25664,2541.24,1009868,28.69
1042, 25-Jan-2021,LT,24793,1374.79,1803631,37.2
178, 25-Jan-2021,BAJFINANCE,24489,5024.4,487355,13.27
692, 25-Jan-2021,HINDUNILVR,22451,2408.46,932255,43.88
464, 25-Jan-2021,EICHERMOT,22240,2903.82,765934,37.84
,DATE1,SYMBOL,DELIV_LACS,AVG_PRICE,DELIV_QTY,DELIV_PER
1448, 25-Jan-2021,RELIANCE,177778,1966.36,9041658,36.14
660, 25-Jan-2021,HDFC,140683,2611.45,5387037,69.41
663, 25-Jan-2021,HDFCBANK,83908,1465.91,5723754,56.27
732, 25-Jan-2021,ICICIBANK,61283,536.87,11414356,48.75
816, 25-Jan-2021,INFY,51028,1337.58,3814914,58.31
164, 25-Jan-2021,AXISBANK,49272,659.39,7472590,35.04
155, 25-Jan-2021,AUROPHARMA,42961,987.05,4352080,29.5
971, 25-Jan-2021,KOTAKBANK,41735,1828.52,2282759,34.53
1824, 25-Jan-2021,TCS,40059,3314.24,1208668,53.18
659, 25-Jan-2021,HCLTECH,32029,966.54,3314036,42.86
809, 25-Jan-2021,INDUSINDBK,31708,872.56,3633583,30.72
229, 25-Jan-2021,BHARTIARTL,29989,580.67,5165181,42.08
1900, 25-Jan-2021,ULTRACEMCO,27573,5615.98,490889,15.17
618, 25-Jan-2021,GRASIM,27234,1075.06,2533281,16.51
1805, 25-Jan-2021,TATAMOTORS,27095,284.75,9512206,5.79
138, 25-Jan-2021,ASIANPAINT,25664,2541.24,1009868,28.69
1042, 25-Jan-2021,LT,24793,1374.79,1803631,37.2
178, 25-Jan-2021,BAJFINANCE,24489,5024.4,487355,13.27
692, 25-Jan-2021,HINDUNILVR,22451,2408.46,932255,43.88
464, 25-Jan-2021,EICHERMOT,22240,2903.82,765934,37.84
,DATE1,SYMBOL,DELIV_LACS,AVG_PRICE,DELIV_QTY,DELIV_PER
1432, 27-Jan-2021,RELIANCE,182597,1904.59,9587173,49.03
662, 27-Jan-2021,HDFCBANK,94342,1437.02,6565369,55.74
969, 27-Jan-2021,KOTAKBANK,86643,1784.49,4855035,61.52
733, 27-Jan-2021,ICICIBANK,82916,528.25,15695957,55.96
659, 27-Jan-2021,HDFC,73891,2494.96,2961607,60.96
166, 27-Jan-2021,AXISBANK,61371,641.63,9563705,39.1
817, 27-Jan-2021,INFY,61070,1308.99,4665656,57.36
853, 27-Jan-2021,ITC,51674,210.69,24526093,50.6
1799, 27-Jan-2021,TCS,45599,3265.48,1396514,50.11
810, 27-Jan-2021,INDUSINDBK,45596,830.88,5487109,34.71
231, 27-Jan-2021,BHARTIARTL,38875,573.12,6783268,44.39
1781, 27-Jan-2021,TATAMOTORS,33891,269.62,12576368,9.93
1802, 27-Jan-2021,TECHM,32621,991.82,3288822,47.15
658, 27-Jan-2021,HCLTECH,30788,955.55,3221736,42.78
1977, 27-Jan-2021,WIPRO,29294,449.19,6522228,22.04
1032, 27-Jan-2021,LT,28853,1362.2,2118198,23.81
1523, 27-Jan-2021,SBIN,25514,278.67,9156487,23.35
180, 27-Jan-2021,BAJFINANCE,24392,4857.86,502138,17.93
140, 27-Jan-2021,ASIANPAINT,24227,2463.46,983585,36.42
692, 27-Jan-2021,HINDUNILVR,22321,2376.31,939275,38.18
,DATE1,SYMBOL,DELIV_LACS,AVG_PRICE,DELIV_QTY,DELIV_PER
650, 28-Jan-2021,HDFCBANK,144416,1364.16,10585667,49.58
165, 28-Jan-2021,AXISBANK,121528,651.91,18643969,28.99
1420, 28-Jan-2021,RELIANCE,89009,1895.32,4697008,29.87
647, 28-Jan-2021,HDFC,68419,2424.38,2821927,53.42
717, 28-Jan-2021,ICICIBANK,61104,520.72,11733669,39.33
1791, 28-Jan-2021,TCS,54408,3221.23,1689185,54.77
956, 28-Jan-2021,KOTAKBANK,51695,1717.75,3009490,49.86
679, 28-Jan-2021,HINDUNILVR,34074,2332.18,1460939,37.78
1477, 28-Jan-2021,SAIL,32969,56.7,58143010,51.77
1510, 28-Jan-2021,SBIN,32499,277.04,11729218,24.08
646, 28-Jan-2021,HCLTECH,30099,941.03,3198715,45.95
805, 28-Jan-2021,INFY,30006,1283.02,2338859,50.18
140, 28-Jan-2021,ASIANPAINT,29309,2425.48,1208523,39.81
1084, 28-Jan-2021,MARUTI,29071,7765.46,374460,17.95
798, 28-Jan-2021,INDUSINDBK,27237,808.52,3369450,24.43
1773, 28-Jan-2021,TATAMOTORS,27119,266.8,10168460,7.87
230, 28-Jan-2021,BHARTIARTL,26200,569.72,4598893,30.82
638, 28-Jan-2021,HAVELLS,22067,1170.8,1884766,12.84
192, 28-Jan-2021,BANDHANBNK,20722,308.19,6722861,35.93
1776, 28-Jan-2021,TATASTEEL,18437,622.48,2962321,17.33
,DATE1,SYMBOL,DELIV_LACS,AVG_PRICE,DELIV_QTY,DELIV_PER
1428, 29-Jan-2021,RELIANCE,170442,1871.72,9106845,45.14
650, 29-Jan-2021,HDFC,124968,2413.14,5178831,70.48
1790, 29-Jan-2021,TCS,113202,3142.99,3601765,66.14
811, 29-Jan-2021,INFY,103160,1253.29,8230671,67.56
653, 29-Jan-2021,HDFCBANK,95216,1388.21,6859254,47.79
726, 29-Jan-2021,ICICIBANK,86318,536.18,16098213,48.53
1092, 29-Jan-2021,MARUTI,78611,7377.31,1065452,34.71
165, 29-Jan-2021,AXISBANK,77286,663.09,11654415,37.27
230, 29-Jan-2021,BHARTIARTL,62892,560.51,11219875,44.79
682, 29-Jan-2021,HINDUNILVR,56439,2278.17,2477380,55.39
968, 29-Jan-2021,KOTAKBANK,54075,1723.6,3137454,61.03
833, 29-Jan-2021,IRFC,50681,25.08,202093235,52.91
1772, 29-Jan-2021,TATAMOTORS,40367,270.74,14916676,10.77
426, 29-Jan-2021,DRREDDY,38358,4705.7,815283,27.5
179, 29-Jan-2021,BAJFINANCE,34797,4852.55,717134,16.83
1484, 29-Jan-2021,SAIL,34279,58.66,58426856,34.05
1031, 29-Jan-2021,LT,34252,1339.99,2556200,49.82
1775, 29-Jan-2021,TATASTEEL,32061,609.77,5256720,19.6
649, 29-Jan-2021,HCLTECH,31936,927.73,3442797,44.75
138, 29-Jan-2021,ASIANPAINT,28393,2440.58,1163289,42.02
